GET http://paris.idi.ntnu.no:6280/ name=http://paris.idi.ntnu.no:6280/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=4626 notes=10 sig=0xdfd2ac52
GET http://paris.idi.ntnu.no:6280// name= type=dir linked=no browsers=0 browser_used=FAST dup=0 code=200 len=4626 notes=3 sig=0xfff936eb
GET http://paris.idi.ntnu.no:6280/bookstore/ name=bookstore type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1228 notes=6 sig=0xd71eecdb
GET http://paris.idi.ntnu.no:6280/bookstore// name= type=dir linked=no browsers=0 browser_used=FAST dup=0 code=200 len=1068 notes=3 sig=0xfff981af
GET http://paris.idi.ntnu.no:6280/bookstore/css/ name=css type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1082 notes=1 sig=0x10830b33
GET http://paris.idi.ntnu.no:6280/bookstore/css/stylesheet.css name=stylesheet.css type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=888 notes=1 sig=0xfff6d5cd
GET http://paris.idi.ntnu.no:6280/bookstore/debug/ name=debug type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1082 notes=1 sig=0xbdef5175
GET http://paris.idi.ntnu.no:6280/bookstore/debug/list_books.jsp name=list_books.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=189252 notes=2 sig=0x5b232f42
GET http://paris.idi.ntnu.no:6280/bookstore/debug/mail_log.jsp name=mail_log.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=405039 notes=3 sig=0x1f326793
GET http://paris.idi.ntnu.no:6280/bookstore/debug/test.com name=test.com type=unknown linked=yes browsers=0 browser_used=FAST dup=0 code=0 len=0 notes=1 sig=0x6a841831
GET http://paris.idi.ntnu.no:6280/bookstore/img/ name=img type=dir linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=404 len=1082 notes=1 sig=0x39c859a7
GET http://paris.idi.ntnu.no:6280/bookstore/img/amudarya.png name=amudarya.png type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=8628 notes=2 sig=0xe733d492
GET http://paris.idi.ntnu.no:6280/bookstore/activateCustomer.do name=activateCustomer.do type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1272 notes=3 sig=0x1ac73a60
POST http://paris.idi.ntnu.no:6280/bookstore/activateCustomer.do DATA:email=skipfish@example.com&activationToken=1 name=activationToken type=param linked=yes browsers=0 browser_used=FAST dup=0 returns_404 code=500 len=1468 notes=4 sig=0x2af0bf3e
GET http://paris.idi.ntnu.no:6280/bookstore/activateCustomer.do?email=8pt.png name=email type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1205 notes=4 sig=0xba54b456
GET http://paris.idi.ntnu.no:6280/bookstore/activateCustomer.jsp name=activateCustomer.jsp type=file linked=no browsers=0 browser_used=FAST dup=0 code=200 len=1272 notes=4 sig=0xfff474d1
GET http://paris.idi.ntnu.no:6280/bookstore/addAddress.do name=addAddress.do type=file linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=222 notes=1 sig=0xcf873616
POST http://paris.idi.ntnu.no:6280/bookstore/addAddress.do DATA:address=1 name=address type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=222 notes=0 sig=0xffbfffff
GET http://paris.idi.ntnu.no:6280/bookstore/addAddress.do?from=viewCustomer name=from type=param linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=222 notes=0 sig=0xffbfffff
GET http://paris.idi.ntnu.no:6280/bookstore/addAddress.jsp name=addAddress.jsp type=file linked=no browsers=0 browser_used=FAST dup=0 code=200 len=846 notes=4 sig=0xfff474d1
GET http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do name=addCreditCard.do type=file linked=yes browsers=0 browser_used=FAST dup=0 code=302 len=225 notes=1 sig=0xdd299627
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=4111111111111111&expiryMonth=1212&expiryYear=2010 name=creditCardNumber type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=2838 notes=2 sig=0xce2a98e6
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=2015&expiryMonth=1212&expiryYear=2010 name=2015 type=value linked=no browsers=0 browser_used=FAST dup=0 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=2017&expiryMonth=1212&expiryYear=2010 name=2017 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=2018&expiryMonth=1212&expiryYear=2010 name=2018 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=2020&expiryMonth=1212&expiryYear=2010 name=2020 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=2021&expiryMonth=1212&expiryYear=2010 name=2021 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=4&expiryMonth=1212&expiryYear=2010 name=4 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=5&expiryMonth=1212&expiryYear=2010 name=5 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=500&expiryMonth=1212&expiryYear=2010 name=500 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=8&expiryMonth=1212&expiryYear=2010 name=8 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=9&expiryMonth=1212&expiryYear=2010 name=9 type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=9876sfi&expiryMonth=1212&expiryYear=2010 name=9876sfi type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=Activate&expiryMonth=1212&expiryYear=2010 name=Activate type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=address&expiryMonth=1212&expiryYear=2010 name=address type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=and&expiryMonth=1212&expiryYear=2010 name=and type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=are&expiryMonth=1212&expiryYear=2010 name=are type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=available&expiryMonth=1212&expiryYear=2010 name=available type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=been&expiryMonth=1212&expiryYear=2010 name=been type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=before&expiryMonth=1212&expiryYear=2010 name=before type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=belongs&expiryMonth=1212&expiryYear=2010 name=belongs type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=books&expiryMonth=1212&expiryYear=2010 name=books type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=but&expiryMonth=1212&expiryYear=2010 name=but type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=Card&expiryMonth=1212&expiryYear=2010 name=Card type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
POST http://paris.idi.ntnu.no:6280/bookstore/addCreditCard.do DATA:creditCardNumber=Cart&expiryMonth=1212&expiryYear=2010 name=Cart type=value linked=no browsers=0 browser_used=FAST dup=1 code=302 len=225 notes=1 sig=0xff7fffff
